,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,DayDiff,DayDiff2,DayDiff3,DayDiffMean,DayDiffStd,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
52,16839.0,9,3,39,0,1870.3899999999999,1,4,12.0,22.0,31.0,10.333333333333334,1.5275252316519465,False,False,True
53,15856.0,0,3,172,2,2072.84,1,6,3.0,15.0,40.0,13.333333333333334,11.060440015358038,True,False,False
54,14057.0,0,3,52,1,1652.85,1,5,9.0,15.0,38.0,12.666666666666666,9.073771725877465,True,False,False
55,14194.0,6,3,101,1,1667.01,1,5,1.0,8.0,28.0,7.75,8.539125638299666,True,False,False
56,17719.0,6,3,88,1,1803.29,1,5,2.0,7.0,9.0,6.2,4.764451699828638,True,False,False
57,16029.0,7,3,46,0,11542.42,2,5,6.0,7.0,19.0,5.8,4.494441010848846,True,False,False
58,14414.0,9,3,66,1,908.03,0,4,5.0,22.0,24.0,6.75,6.946221994724903,False,False,True
59,18241.0,6,3,39,0,702.95,0,3,3.0,6.0,9.0,4.142857142857143,2.2677868380553634,False,False,True
60,17315.0,0,3,115,1,1008.62,0,4,8.0,15.0,27.0,8.75,2.217355782608345,False,False,True
61,15078.0,5,3,85,1,1937.8400000000001,1,5,7.0,17.0,30.0,10.0,3.0,True,False,False
62,16672.0,12,2,15,0,1293.7,1,3,10.0,15.0,22.0,7.333333333333333,2.5166114784235836,False,False,True
63,13534.0,0,3,63,1,983.83,0,4,7.0,28.0,29.0,6.8,8.318653737234168,False,False,True
64,16184.0,5,3,19,0,534.66,0,3,4.0,7.0,28.0,9.333333333333334,10.115993936995679,False,False,True
65,15804.0,6,3,63,1,696.52,0,4,2.0,22.0,25.0,8.333333333333334,10.115993936995679,False,False,True
66,15625.0,0,3,20,0,575.54,0,3,3.0,28.0,30.0,10.0,13.0,False,False,True
67,17676.0,6,3,27,0,425.73,0,3,3.0,20.0,24.0,8.0,7.810249675906654,False,False,True
68,13709.0,0,3,91,1,1340.79,1,5,1.0,22.0,27.0,9.0,10.583005244258363,True,False,False
69,12931.0,0,3,62,1,21149.05,3,7,1.0,20.0,27.0,9.0,9.16515138991168,True,False,False
70,16928.0,1,3,43,0,626.99,0,3,12.0,19.0,25.0,8.333333333333334,3.214550253664318,False,False,True
