,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,DayDiff,DayDiff2,DayDiff3,DayDiffMean,DayDiffStd,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,NextPurchaseDayRange
22,17961.0,23,3,129,1,569.19,0,4,4.0,17.0,18.0,7.619047619047619,5.361680617830481,False,False,True,1
23,15984.0,0,3,184,1,1513.22,0,4,10.0,133.0,183.0,61.0,57.29746940310715,False,False,True,1
24,14292.0,45,2,64,0,2564.46,0,2,40.0,53.0,59.0,34.25,32.64327393711197,False,True,False,0
25,15416.0,50,2,152,1,3134.38,1,4,5.0,89.0,132.0,44.0,39.50949253027682,False,False,True,0
26,17949.0,0,3,53,0,37934.22,2,5,5.0,9.0,14.0,11.375,11.026483271348727,True,False,False,2
27,16678.0,19,3,106,0,1827.84,0,3,26.0,78.0,100.0,23.285714285714285,15.32660307781088,False,False,True,2
28,14180.0,6,3,120,1,2204.8,0,4,16.0,32.0,49.0,13.538461538461538,5.076340292891206,False,False,True,2
29,13094.0,29,3,20,0,874.6200000000001,0,3,27.0,53.0,57.0,19.125,21.19593963812072,False,False,True,1
30,18118.0,47,2,557,2,2776.16,0,4,21.0,28.0,39.0,10.384615384615385,7.17098855968108,False,False,True,0
31,14606.0,3,3,1251,2,5314.81,1,6,2.0,9.0,13.0,4.475,1.7684920419849512,True,False,False,2
32,17048.0,15,3,32,0,613.41,0,3,2.0,162.0,167.0,55.666666666666664,90.36776711490295,False,False,True,0
33,16670.0,6,3,157,1,2412.71,0,4,59.0,66.0,141.0,35.2,30.63005060394122,False,False,True,2
34,15061.0,27,3,131,1,13760.869999999999,1,5,7.0,13.0,29.0,11.071428571428571,8.425823727951203,True,False,False,0
35,12980.0,55,2,14,0,4326.87,1,3,2.0,21.0,28.0,21.166666666666668,26.286244818662606,False,False,True,0
36,17770.0,98,1,38,0,1143.27,0,1,14.0,77.0,84.0,28.0,30.512292604784715,False,True,False,0
37,15622.0,90,1,151,1,2501.0,0,2,7.0,14.0,28.0,13.142857142857142,8.571825387640049,False,True,False,0
38,15643.0,79,1,36,0,647.4,0,1,5.0,6.0,12.0,25.75,43.553606815815684,False,True,False,0
39,15189.0,6,3,158,1,9412.7,1,5,7.0,17.0,22.0,6.518518518518518,3.6623906690992722,True,False,False,2
40,14239.0,30,3,56,0,993.21,0,3,70.0,76.0,116.0,30.4,28.023204670415552,False,False,True,1
41,16217.0,135,0,19,0,259.39000000000004,0,0,10.0,32.0,47.0,15.666666666666666,6.027713773341707,False,True,False,0
42,14231.0,79,1,35,0,513.11,0,1,4.0,53.0,103.0,34.333333333333336,26.27419519858474,False,True,False,0
43,14243.0,34,3,57,0,808.34,0,3,6.0,37.0,42.0,29.6,26.32109420217936,False,False,True,1
44,16843.0,34,3,217,1,5359.39,1,5,15.0,42.0,63.0,24.666666666666668,12.53262409340784,True,False,False,1
45,17442.0,13,3,71,0,1133.27,0,3,8.0,51.0,107.0,42.25,24.171263930543642,False,False,True,2
46,13767.0,8,3,192,1,5387.900000000001,1,5,13.0,15.0,19.0,8.7,8.227681133959024,True,False,False,1
47,13477.0,38,2,39,0,701.1,0,2,32.0,73.0,117.0,36.0,7.874007874011811,False,True,False,0
48,16422.0,0,3,240,1,20990.36,2,6,7.0,20.0,22.0,4.55,3.210160152566879,True,False,False,2
49,17865.0,0,3,176,1,4494.360000000001,1,5,7.0,14.0,61.0,20.22222222222222,13.67276286799579,True,False,False,2
50,17428.0,10,3,187,1,7473.72,1,5,17.0,46.0,61.0,15.636363636363637,11.80061631672454,True,False,False,1
51,13018.0,22,3,273,1,4141.45,1,5,9.0,32.0,57.0,14.545454545454545,6.424385361474455,True,False,False,1
52,17576.0,5,3,177,1,1550.73,0,4,7.0,44.0,77.0,25.142857142857142,10.10657494618514,False,False,True,2
53,13230.0,38,2,342,1,1660.4,0,3,14.0,63.0,89.0,24.0,16.161683080669537,False,False,True,0
54,14388.0,21,3,88,0,1522.31,0,3,33.0,82.0,160.0,53.333333333333336,22.810816147900834,False,False,True,1
55,17567.0,49,2,57,0,1382.35,0,2,84.0,125.0,132.0,44.0,38.58756276314948,False,True,False,0
56,13784.0,12,3,20,0,1638.99,0,3,55.0,72.0,105.0,42.0,20.944370763206678,False,False,True,2
57,18102.0,26,3,136,1,88948.33,3,7,8.0,16.0,32.0,12.916666666666666,9.718383080377604,True,False,False,1
58,15304.0,63,2,16,0,354.65000000000003,0,2,1.0,55.0,72.0,19.666666666666668,19.200694431886223,False,True,False,0
59,14527.0,1,3,394,1,2715.28,0,4,6.0,15.0,21.0,6.428571428571429,2.911389784311005,False,False,True,2
60,14573.0,79,1,136,1,1021.47,0,2,3.0,21.0,33.0,20.4,15.789236840328922,False,True,False,0
61,15078.0,5,3,211,1,4429.99,1,5,7.0,17.0,30.0,14.666666666666666,10.316212600767903,True,False,False,1
62,15719.0,26,3,519,2,2690.7,0,5,24.0,29.0,52.0,19.375,6.696214282285605,True,False,False,1
63,13630.0,5,3,56,0,1032.52,0,3,66.0,79.0,140.0,44.0,24.48128536930472,False,False,True,2
64,17017.0,57,2,105,0,2463.19,0,2,5.0,43.0,47.0,15.5,15.090204959319994,False,True,False,0
65,15281.0,36,2,74,0,1123.51,0,2,9.0,50.0,61.0,20.714285714285715,14.59125635114269,False,True,False,0
66,18198.0,0,3,87,0,3415.17,1,4,41.0,57.0,65.0,13.923076923076923,9.490886316721062,False,False,True,1
67,17389.0,20,3,112,1,8057.9400000000005,1,5,1.0,8.0,10.0,8.05,8.86432827626965,True,False,False,1
68,15932.0,7,3,65,0,1534.2,0,3,55.0,58.0,107.0,24.857142857142858,20.358688328971258,False,False,True,2
69,18218.0,106,1,24,0,626.38,0,1,5.0,61.0,75.0,25.0,27.2213151776324,False,True,False,0
70,15596.0,0,3,41,0,568.8199999999999,0,3,99.0,106.0,114.0,36.2,41.865260061296645,False,False,True,0
71,17416.0,1,3,191,1,5239.41,1,5,8.0,75.0,96.0,30.0,26.351470547200964,True,False,False,1
72,17675.0,0,3,412,1,10326.85,1,5,1.0,10.0,22.0,8.227272727272727,4.720086946150545,True,False,False,1
73,17652.0,7,3,161,1,2694.33,0,4,37.0,40.0,62.0,21.75,18.714013084164648,False,False,True,1
74,13199.0,3,3,39,0,2665.64,0,3,4.0,40.0,69.0,14.833333333333334,11.527306184828609,False,False,True,2
75,13476.0,78,1,61,0,1092.77,0,1,7.0,96.0,103.0,34.333333333333336,47.34272207354931,False,True,False,0
76,14057.0,0,3,139,1,3191.72,1,5,9.0,15.0,38.0,20.11111111111111,15.053607910102851,True,False,False,2
77,17841.0,3,3,3546,3,16643.22,2,8,3.0,5.0,9.0,3.423076923076923,1.3187360830400892,True,False,False,2
78,18041.0,3,3,179,1,1526.55,0,4,40.0,80.0,110.0,22.25,13.9258239048385,False,False,True,1
79,17757.0,14,3,273,1,2160.7,0,4,16.0,38.0,49.0,15.181818181818182,5.913005696228979,False,False,True,1
80,15005.0,8,3,669,2,3433.14,1,6,19.0,32.0,40.0,12.357142857142858,4.651007216922817,True,False,False,2
81,13014.0,13,3,71,0,1962.23,0,3,52.0,56.0,100.0,21.0,20.354009783964297,False,False,True,1
82,15611.0,3,3,22,0,826.99,0,3,2.0,60.0,74.0,25.428571428571427,25.27091307450223,False,False,True,1
83,14702.0,16,3,75,0,627.05,0,3,39.0,46.0,165.0,55.0,57.688820407423826,False,False,True,1
84,13694.0,0,3,325,1,33048.84,2,6,7.0,13.0,22.0,8.181818181818182,4.8857066909639455,True,False,False,2
85,14796.0,7,3,586,2,3675.61,1,6,30.0,44.0,65.0,24.714285714285715,10.078265156832726,True,False,False,2
86,17001.0,13,3,79,0,1698.2,0,3,60.0,94.0,132.0,41.75,12.284814474246922,False,False,True,1
87,15220.0,15,3,90,0,1264.01,0,3,54.0,88.0,111.0,33.0,15.858751527153705,False,False,True,0
88,17581.0,0,3,225,1,5036.58,1,5,9.0,42.0,58.0,25.714285714285715,20.564648353540157,True,False,False,1
89,15827.0,14,3,78,0,930.03,0,3,20.0,27.0,65.0,18.444444444444443,15.117135237133315,False,False,True,1
90,17315.0,0,3,291,1,3283.05,1,5,8.0,15.0,27.0,9.473684210526315,7.128724531800369,True,False,False,2
91,13113.0,13,3,144,1,7330.25,1,5,9.0,49.0,62.0,12.846153846153847,8.830309109785398,True,False,False,0
92,16333.0,23,3,31,0,11860.720000000001,1,4,69.0,103.0,117.0,31.4,22.97389823255949,False,False,True,1
93,15358.0,20,3,220,1,3208.21,1,5,16.0,58.0,87.0,20.0,14.39245834257849,True,False,False,1
94,13491.0,47,2,36,0,446.62,0,2,100.0,116.0,133.0,44.333333333333336,48.21134029803915,False,True,False,0
95,14031.0,26,3,129,1,4462.57,1,5,42.0,70.0,84.0,25.666666666666668,9.437513796899408,True,False,False,0
96,17243.0,13,3,127,1,2047.92,0,4,22.0,45.0,65.0,23.571428571428573,16.195237395163872,False,False,True,2
97,15465.0,38,2,45,0,3127.4199999999996,1,3,21.0,42.0,95.0,17.5,15.76614818436731,False,False,True,0
98,14745.0,12,3,63,0,926.56,0,3,29.0,72.0,166.0,55.333333333333336,34.210134950527944,False,False,True,0
99,18223.0,34,3,94,0,1897.75,0,3,9.0,35.0,38.0,18.0,15.583874449479593,False,False,True,1
100,14543.0,8,3,70,0,1761.74,0,3,19.0,63.0,74.0,17.0,14.552586635295382,False,False,True,1
101,16923.0,52,2,289,1,2952.4,1,4,21.0,35.0,47.0,14.0,7.0710678118654755,False,False,True,0
102,15400.0,13,3,12,0,561.7,0,3,15.0,64.0,71.0,41.25,39.60113634733226,False,False,True,1
103,14701.0,72,2,139,1,1266.96,0,3,75.0,94.0,106.0,35.333333333333336,34.530180036213736,False,False,True,0
104,14903.0,21,3,303,1,2345.67,0,4,3.0,69.0,71.0,19.625,24.67466890789592,False,False,True,0
105,15606.0,19,3,36,0,1524.51,0,3,51.0,103.0,142.0,39.75,16.276260831857748,False,False,True,0
106,16033.0,8,3,552,2,4539.91,1,6,7.0,29.0,43.0,21.25,12.441290700153031,True,False,False,1
107,13263.0,8,3,1121,2,4729.02,1,6,12.0,19.0,41.0,8.947368421052632,4.660396790576317,True,False,False,2
108,15696.0,113,1,61,0,773.34,0,1,5.0,7.0,39.0,13.0,13.656500283747663,False,True,False,0
109,16638.0,6,3,36,0,683.57,0,3,6.0,147.0,151.0,42.75,65.88563323416318,False,False,True,2
110,13881.0,7,3,89,0,5875.8,1,4,34.0,56.0,62.0,28.333333333333332,13.125039682479693,False,False,True,2
111,13117.0,21,3,32,0,341.84,0,3,96.0,117.0,156.0,52.0,39.153543900903784,False,False,True,0
112,15039.0,14,3,808,2,11352.09,1,6,14.0,28.0,35.0,7.761904761904762,2.4063408300729536,True,False,False,2
113,16013.0,9,3,54,0,11959.09,1,4,10.0,28.0,33.0,9.333333333333334,7.443907892087486,False,False,True,2
114,14051.0,13,3,77,0,5428.030000000001,1,4,28.0,44.0,60.0,16.4,8.058122196475637,False,False,True,1
115,18257.0,14,3,68,0,1141.82,0,3,54.0,77.0,86.0,32.6,28.675773747189456,False,False,True,1
116,17381.0,19,3,64,0,9693.01,1,4,8.0,31.0,32.0,15.8,9.2951600308978,False,False,True,2
117,16316.0,29,3,97,0,1761.89,0,3,28.0,33.0,77.0,29.6,27.969626382917593,False,False,True,1
118,13408.0,0,3,234,1,11506.880000000001,1,5,5.0,6.0,9.0,7.08,4.62709412050371,True,False,False,2
119,17139.0,22,3,159,1,4183.64,1,5,49.0,53.0,88.0,31.0,19.761072845369505,True,False,False,1
120,14214.0,56,2,62,0,895.01,0,2,14.0,117.0,118.0,30.25,48.835608593184,False,True,False,0
121,13001.0,58,2,164,1,5113.780000000001,1,4,26.0,59.0,81.0,19.833333333333332,8.750238091998792,False,False,True,0
122,12839.0,13,3,101,0,1591.5,0,3,20.0,44.0,70.0,32.8,26.166772823563857,False,False,True,1
123,17696.0,8,3,95,0,1674.18,0,3,21.0,30.0,40.0,24.142857142857142,30.73233135439273,False,False,True,2
124,15290.0,3,3,85,0,2494.7599999999998,0,3,3.0,25.0,55.0,24.857142857142858,12.654756305154878,False,False,True,1
125,17634.0,22,3,124,1,1135.01,0,4,90.0,92.0,113.0,38.75,37.8714932369982,False,False,True,1
126,13458.0,35,3,141,1,3153.52,1,5,34.0,51.0,54.0,20.285714285714285,12.724180205607036,True,False,False,1
127,13089.0,0,3,895,2,22670.13,2,7,6.0,9.0,12.0,4.214285714285714,3.008408657094914,True,False,False,2
128,15498.0,0,3,222,1,5363.46,1,5,20.0,68.0,71.0,17.7,16.28939668755244,True,False,False,2
129,12921.0,28,3,272,1,5607.27,1,5,2.0,5.0,15.0,9.3125,9.85710403719064,True,False,False,1
130,13081.0,29,3,446,1,11175.71,1,5,14.0,75.0,88.0,29.6,22.456624857711812,True,False,False,0
131,15811.0,5,3,61,0,835.07,0,3,99.0,100.0,172.0,57.333333333333336,50.61949558552844,False,False,True,0
132,15769.0,1,3,64,0,31495.64,2,5,6.0,46.0,54.0,16.0,13.784048752090223,True,False,False,2
133,17162.0,31,3,61,0,1031.0,0,3,54.0,59.0,114.0,36.5,23.530122538284125,False,False,True,0
134,15752.0,15,3,264,1,1363.98,0,4,34.0,134.0,162.0,54.0,39.949968710876355,False,False,True,1
135,13092.0,111,1,15,0,236.3,0,1,16.0,50.0,66.0,22.0,10.392304845413264,False,True,False,0
136,12841.0,6,3,149,1,1438.52,0,4,22.0,39.0,53.0,21.375,8.716773649530133,False,False,True,2
137,15974.0,33,3,93,0,1765.29,0,3,51.0,78.0,142.0,36.0,27.36177382164151,False,False,True,1
138,13798.0,7,3,176,1,16878.92,2,6,16.0,22.0,36.0,6.538461538461538,3.690319977788043,True,False,False,2
139,15291.0,72,2,54,0,1904.53,0,2,8.0,75.0,80.0,15.0,23.08679276123039,False,True,False,0
140,16782.0,38,2,45,0,714.6600000000001,0,2,9.0,19.0,66.0,19.857142857142858,14.735767952260145,False,True,False,0
141,13468.0,7,3,136,1,2627.66,0,4,14.0,27.0,34.0,8.894736842105264,5.556725023109939,False,False,True,2
142,15764.0,0,3,183,1,3249.72,1,5,7.0,29.0,84.0,44.0,37.76241517699841,True,False,False,2
143,14709.0,12,3,102,0,2642.39,0,3,18.0,37.0,75.0,32.8,17.711578134090704,False,False,True,2
144,17940.0,8,3,17,0,746.1399999999999,0,3,20.0,56.0,91.0,18.666666666666668,12.469963913339926,False,False,True,0
145,16779.0,6,3,158,1,4250.56,1,5,42.0,43.0,57.0,18.88888888888889,13.504114599303099,True,False,False,1
146,13340.0,5,3,112,1,9229.54,1,5,29.0,40.0,171.0,57.0,64.71475874945375,True,False,False,0
147,17419.0,43,2,81,0,1611.78,0,2,106.0,123.0,126.0,33.25,48.856081163624516,False,True,False,0
148,14407.0,7,3,76,0,2111.08,0,3,1.0,8.0,26.0,21.125,20.258596059098327,False,False,True,0
149,13908.0,26,3,80,0,1439.11,0,3,85.0,88.0,150.0,50.0,42.2965719651132,False,False,True,1
150,16710.0,38,2,232,1,1318.92,0,3,69.0,75.0,126.0,34.5,30.44667469527666,False,False,True,0
151,13975.0,28,3,216,1,1474.66,0,4,5.0,87.0,145.0,37.0,39.35310237664455,False,False,True,0
152,12748.0,1,3,1210,2,8115.68,1,6,5.0,6.0,13.0,3.723404255319149,3.0836322995960357,True,False,False,2
153,14730.0,7,3,187,1,904.21,0,4,71.0,125.0,149.0,42.25,24.4455176532086,False,False,True,1
154,13777.0,29,3,58,0,4262.0199999999995,1,4,20.0,36.0,55.0,13.363636363636363,10.800673379680799,False,False,True,1
155,15023.0,16,3,323,1,4032.82,1,5,18.0,43.0,53.0,32.0,20.579115627256677,True,False,False,0
156,14367.0,37,2,344,1,5364.7,1,4,14.0,47.0,75.0,23.166666666666668,7.730890418746515,False,False,True,0
157,13854.0,6,3,46,0,3855.16,1,4,36.0,51.0,83.0,13.076923076923077,10.873986837567433,False,False,True,2
158,16712.0,8,3,242,1,2017.06,0,4,21.0,70.0,104.0,33.6,12.680693987317888,False,False,True,2
159,14426.0,40,2,163,1,1683.67,0,3,8.0,38.0,136.0,45.333333333333336,46.91836882643442,False,False,True,0
160,17306.0,28,3,31,0,4434.66,1,4,14.0,29.0,43.0,18.5,14.61897006338975,False,False,True,1
161,17049.0,17,3,136,1,2598.75,0,4,31.0,40.0,97.0,39.5,24.296776192189228,False,False,True,1
162,13267.0,10,3,95,0,1851.72,0,3,41.0,48.0,80.0,20.625,12.270027360546978,False,False,True,2
163,14032.0,68,2,71,0,1195.2,0,2,32.0,38.0,57.0,17.833333333333332,12.687263955111309,False,True,False,0
164,14825.0,27,3,31,0,701.6,0,3,42.0,77.0,148.0,49.333333333333336,19.08751773629388,False,False,True,1
165,17450.0,0,3,116,1,64382.9,3,7,8.0,14.0,34.0,11.666666666666666,8.820970684087088,True,False,False,2
166,14534.0,19,3,305,1,2129.57,0,4,16.0,35.0,50.0,17.333333333333332,7.648529270389178,False,False,True,1
167,14112.0,13,3,120,1,1809.92,0,4,9.0,17.0,90.0,27.0,31.285779517218362,False,False,True,0
168,15502.0,23,3,151,1,1816.7400000000002,0,4,41.0,147.0,152.0,50.666666666666664,51.189191567491406,False,False,True,1
169,16572.0,27,3,58,0,999.7,0,3,7.0,24.0,148.0,49.333333333333336,64.8562513049693,False,False,True,0
170,17238.0,36,2,255,1,1451.28,0,3,20.0,48.0,70.0,23.166666666666668,13.717385562368168,False,False,True,0
171,15529.0,42,2,310,1,1828.19,0,3,68.0,105.0,117.0,33.25,25.630385612913955,False,False,True,0
172,14344.0,27,3,57,0,534.28,0,3,10.0,79.0,129.0,37.0,27.36177382164151,False,False,True,0
173,15379.0,69,2,58,0,1021.2,0,2,17.0,39.0,106.0,35.333333333333336,27.537852736430512,False,True,False,0
174,13078.0,0,3,200,1,4817.91,1,5,6.0,13.0,16.0,11.666666666666666,8.312354545809393,True,False,False,2
175,16945.0,13,3,114,1,1924.57,0,4,20.0,51.0,88.0,32.4,14.117365193264641,False,False,True,2
176,14085.0,41,2,176,1,1260.28,0,3,34.0,57.0,118.0,26.8,22.587607221660285,False,False,True,0
177,15581.0,20,3,102,0,3104.01,1,4,2.0,10.0,36.0,19.375,18.53134410359147,False,False,True,0
178,16419.0,12,3,35,0,706.8199999999999,0,3,16.0,56.0,161.0,40.75,45.61706552011721,False,False,True,0
179,17730.0,6,3,102,0,2368.73,0,3,16.0,57.0,79.0,33.8,13.935566009315876,False,False,True,1
180,14291.0,13,3,140,1,2345.59,0,4,7.0,59.0,97.0,40.5,24.906491790963525,False,False,True,1
181,13538.0,20,3,15,0,724.95,0,3,28.0,63.0,154.0,51.333333333333336,34.530180036213736,False,False,True,1
182,13953.0,15,3,11,0,2104.36,0,3,49.0,95.0,159.0,53.0,9.643650760992955,False,False,True,0
183,15632.0,21,3,115,1,2335.94,0,4,21.0,61.0,104.0,25.5,14.293355099485915,False,False,True,0
184,15838.0,6,3,99,0,12906.98,1,4,2.0,15.0,59.0,18.666666666666668,13.656500283747663,False,False,True,1
185,17377.0,26,3,80,0,911.5500000000001,0,3,47.0,129.0,148.0,49.333333333333336,31.564748269760262,False,False,True,1
186,15939.0,7,3,53,0,4496.15,1,4,9.0,27.0,73.0,20.875,12.088217403736582,False,False,True,2
187,18183.0,117,1,44,0,600.52,0,1,9.0,43.0,49.0,11.2,13.065221008463652,False,True,False,0
188,16553.0,63,2,61,0,3723.38,1,3,42.0,69.0,78.0,27.75,13.937359864766353,False,False,True,0
189,16359.0,75,2,36,0,666.4300000000001,0,2,15.0,38.0,67.0,24.5,7.187952884282608,False,True,False,0
190,14227.0,85,1,94,0,1652.32,0,1,11.0,33.0,50.0,14.833333333333334,4.622409184253019,False,True,False,0
191,14334.0,22,3,87,0,1328.19,0,3,81.0,111.0,145.0,38.0,31.03761159195941,False,False,True,1
192,13102.0,33,3,162,1,3048.4,1,5,21.0,40.0,65.0,17.625,6.717514421272202,True,False,False,0
193,14211.0,107,1,27,0,418.34000000000003,0,1,20.0,27.0,31.0,16.75,14.591664287073861,False,True,False,0
194,14713.0,26,3,165,1,1171.69,0,4,59.0,91.0,140.0,36.75,22.75045787085028,False,False,True,1
195,14667.0,13,3,209,1,2844.76,0,4,14.0,31.0,58.0,17.88888888888889,11.362707032706208,False,False,True,2
196,16745.0,19,3,209,1,4652.91,1,5,11.0,24.0,43.0,15.5,7.168604389202189,True,False,False,2
197,14854.0,33,3,114,1,2291.69,0,4,31.0,36.0,94.0,28.2,19.253571097331527,False,False,True,0
198,13871.0,12,3,190,1,3618.19,1,5,22.0,50.0,94.0,27.0,9.919677414109795,True,False,False,2
199,14064.0,12,3,59,0,942.16,0,3,98.0,127.0,140.0,40.25,39.050181390957285,False,False,True,0
200,16743.0,12,3,139,1,1409.33,0,4,13.0,42.0,98.0,40.25,23.34345018772218,False,False,True,0
201,15738.0,9,3,73,0,2265.77,0,3,47.0,74.0,95.0,23.571428571428573,13.189100839419682,False,False,True,2
202,15093.0,16,3,32,0,1416.1599999999999,0,3,83.0,90.0,158.0,52.666666666666664,40.253364248635584,False,False,True,0
203,14056.0,7,3,624,2,4730.16,1,6,14.0,15.0,21.0,10.4375,6.801654210557899,True,False,False,1
204,16558.0,21,3,198,1,2866.29,0,4,13.0,17.0,55.0,15.2,13.323329580518193,False,False,True,1
205,16817.0,75,2,50,0,696.83,0,2,10.0,43.0,73.0,16.333333333333332,12.044362443345296,False,True,False,0
206,16912.0,34,3,34,0,766.53,0,3,66.0,73.0,139.0,46.333333333333336,34.06366588218792,False,False,True,0
207,15513.0,6,3,166,1,6514.610000000001,1,5,30.0,69.0,93.0,27.833333333333332,14.579666205598354,True,False,False,2
208,13098.0,13,3,361,1,13479.039999999999,1,5,14.0,21.0,27.0,8.88888888888889,6.304889688720026,True,False,False,2
209,13842.0,55,2,77,0,1257.74,0,2,44.0,72.0,118.0,39.333333333333336,9.865765724632494,False,True,False,0
210,14329.0,8,3,123,1,1924.1,0,4,28.0,56.0,119.0,33.0,20.784609690826525,False,False,True,0
211,13654.0,45,2,109,1,1714.27,0,3,56.0,97.0,128.0,42.666666666666664,12.583057392117917,False,False,True,0
212,16652.0,0,3,84,0,4409.91,1,4,9.0,112.0,140.0,43.25,41.15316917727398,False,False,True,1
213,16801.0,63,2,121,1,867.83,0,3,29.0,38.0,90.0,27.5,18.266545011760343,False,False,True,0
214,14083.0,26,3,7,0,89.03,0,3,7.0,73.0,147.0,49.0,36.59234892706397,False,False,True,0
215,17800.0,17,3,55,0,629.25,0,3,42.0,44.0,100.0,39.0,25.534290669607408,False,False,True,1
216,14587.0,84,1,213,1,946.71,0,2,29.0,63.0,75.0,22.25,10.90489186863706,False,True,False,0
217,13305.0,15,3,31,0,796.85,0,3,30.0,130.0,158.0,52.666666666666664,41.00406483915141,False,False,True,2
218,17975.0,14,3,165,1,2481.07,0,4,20.0,29.0,44.0,26.166666666666668,13.526517166908365,False,False,True,1
219,14800.0,9,3,186,1,1983.35,0,4,29.0,82.0,111.0,32.4,20.292855885754474,False,False,True,1
220,14810.0,3,3,150,1,1225.04,0,4,42.0,95.0,137.0,33.6,17.155174146594955,False,False,True,0
221,13700.0,76,2,90,0,1089.79,0,2,64.0,65.0,95.0,31.666666666666668,31.533051443419385,False,True,False,0
222,15547.0,10,3,207,1,1342.98,0,4,84.0,133.0,161.0,53.666666666666664,28.290163190291665,False,False,True,2
223,14502.0,49,2,170,1,632.87,0,3,85.0,86.0,122.0,40.666666666666664,42.19399641339196,False,False,True,0
224,17611.0,17,3,305,1,1643.33,0,4,6.0,38.0,52.0,25.666666666666668,13.03329070751768,False,False,True,1
225,15671.0,21,3,59,0,1312.85,0,3,5.0,121.0,146.0,29.8,49.17011287357392,False,False,True,1
226,15125.0,12,3,131,1,10634.45,1,5,16.0,22.0,31.0,12.076923076923077,9.376046950088101,True,False,False,0
227,16871.0,98,1,108,1,1986.97,0,2,12.0,57.0,72.0,24.0,18.24828759089466,False,True,False,0
228,15159.0,12,3,275,1,6245.15,1,5,24.0,44.0,59.0,15.8,10.891382934330341,True,False,False,1
229,12901.0,0,3,98,0,10584.03,1,4,8.0,23.0,33.0,8.095238095238095,5.2144487906658155,False,False,True,2
230,13225.0,43,2,11,0,1448.3200000000002,0,2,53.0,110.0,127.0,42.333333333333336,22.03028218914441,False,True,False,0
231,14395.0,77,2,124,1,1266.91,0,3,45.0,69.0,93.0,31.0,12.12435565298214,False,False,True,0
232,16353.0,3,3,52,0,2030.71,0,3,39.0,114.0,167.0,55.666666666666664,18.14754345175493,False,False,True,2
233,13319.0,13,3,209,1,4060.46,1,5,7.0,21.0,35.0,14.272727272727273,11.028063375687582,True,False,False,1
234,14733.0,10,3,56,0,2078.78,0,3,31.0,34.0,60.0,32.0,22.572106680591425,False,False,True,0
235,14060.0,8,3,83,0,2171.32,0,3,22.0,37.0,75.0,23.142857142857142,9.839183086492689,False,False,True,2
